-10	814
-9.99	812.291
-9.98	810.583
-9.97	808.878
-9.96	807.174
-9.95	805.472
-9.94	803.772
-9.93	802.074
-9.92	800.378
-9.91	798.683
-9.9	796.99
-9.89	795.299
-9.88	793.61
-9.87	791.922
-9.86	790.236
-9.85	788.553
-9.84	786.87
-9.83	785.19
-9.82	783.512
-9.81	781.835
-9.8	780.16
-9.79	778.487
-9.78	776.815
-9.77	775.146
-9.76	773.478
-9.75	771.812
-9.74	770.148
-9.73	768.486
-9.72	766.826
-9.71	765.167
-9.7	763.51
-9.69	761.855
-9.68	760.202
-9.67	758.55
-9.66	756.9
-9.65	755.252
-9.64	753.606
-9.63	751.962
-9.62	750.32
-9.61	748.679
-9.6	747.04
-9.59	745.403
-9.58	743.768
-9.57	742.134
-9.56	740.503
-9.55	738.873
-9.54	737.244
-9.53	735.618
-9.52	733.994
-9.51	732.371
-9.5	730.75
-9.49	729.131
-9.48	727.513
-9.47	725.898
-9.46	724.284
-9.45	722.672
-9.44	721.062
-9.43	719.454
-9.42	717.848
-9.41	716.243
-9.4	714.64
-9.39	713.039
-9.38	711.44
-9.37	709.842
-9.36	708.246
-9.35	706.653
-9.34	705.06
-9.33	703.47
-9.32	701.882
-9.31	700.295
-9.3	698.71
-9.29	697.127
-9.28	695.546
-9.27	693.966
-9.26	692.388
-9.25	690.812
-9.24	689.238
-9.23	687.666
-9.22	686.096
-9.21	684.527
-9.2	682.96
-9.19	681.395
-9.18	679.832
-9.17	678.27
-9.16	676.71
-9.15	675.152
-9.14	673.596
-9.13	672.042
-9.12	670.49
-9.11	668.939
-9.1	667.39
-9.09	665.843
-9.08	664.298
-9.07	662.754
-9.06	661.213
-9.05	659.673
-9.04	658.134
-9.03	656.598
-9.02	655.064
-9.01	653.531
-9	652
-8.99	650.471
-8.98	648.943
-8.97	647.418
-8.96	645.894
-8.95	644.372
-8.94	642.852
-8.93	641.334
-8.92	639.818
-8.91	638.303
-8.9	636.79
-8.89	635.279
-8.88	633.77
-8.87	632.262
-8.86	630.756
-8.85	629.253
-8.84	627.75
-8.83	626.25
-8.82	624.752
-8.81	623.255
-8.8	621.76
-8.79	620.267
-8.78	618.776
-8.77	617.286
-8.76	615.798
-8.75	614.312
-8.74	612.828
-8.73	611.346
-8.72	609.866
-8.71	608.387
-8.7	606.91
-8.69	605.435
-8.68	603.962
-8.67	602.49
-8.66	601.02
-8.65	599.552
-8.64	598.086
-8.63	596.622
-8.62	595.16
-8.61	593.699
-8.6	592.24
-8.59	590.783
-8.58	589.328
-8.57	587.874
-8.56	586.422
-8.55	584.972
-8.54	583.524
-8.53	582.078
-8.52	580.634
-8.51	579.191
-8.5	577.75
-8.49	576.311
-8.48	574.874
-8.47	573.438
-8.46	572.004
-8.45	570.572
-8.44	569.143
-8.43	567.714
-8.42	566.288
-8.41	564.863
-8.4	563.44
-8.39	562.019
-8.38	560.6
-8.37	559.182
-8.36	557.766
-8.35	556.353
-8.34	554.94
-8.33	553.53
-8.32	552.122
-8.31	550.715
-8.3	549.31
-8.29	547.907
-8.28	546.506
-8.27	545.106
-8.26	543.708
-8.25	542.312
-8.24	540.918
-8.23	539.526
-8.22	538.136
-8.21	536.747
-8.2	535.36
-8.19	533.975
-8.18	532.592
-8.17	531.21
-8.16	529.83
-8.15	528.452
-8.14	527.076
-8.13	525.702
-8.12	524.33
-8.11	522.959
-8.1	521.59
-8.09	520.223
-8.08	518.858
-8.07	517.494
-8.06	516.133
-8.05	514.773
-8.04	513.414
-8.03	512.058
-8.02	510.704
-8.01	509.351
-8	508
-7.99	506.651
-7.98	505.304
-7.97	503.958
-7.96	502.614
-7.95	501.272
-7.94	499.932
-7.93	498.594
-7.92	497.258
-7.91	495.923
-7.9	494.59
-7.89	493.259
-7.88	491.93
-7.87	490.602
-7.86	489.276
-7.85	487.953
-7.84	486.63
-7.83	485.31
-7.82	483.992
-7.81	482.675
-7.8	481.36
-7.79	480.047
-7.78	478.736
-7.77	477.426
-7.76	476.118
-7.75	474.812
-7.74	473.508
-7.73	472.206
-7.72	470.906
-7.71	469.607
-7.7	468.31
-7.69	467.015
-7.68	465.722
-7.67	464.43
-7.66	463.14
-7.65	461.853
-7.64	460.566
-7.63	459.282
-7.62	458
-7.61	456.719
-7.6	455.44
-7.59	454.163
-7.58	452.888
-7.57	451.614
-7.56	450.342
-7.55	449.073
-7.54	447.804
-7.53	446.538
-7.52	445.274
-7.51	444.011
-7.5	442.75
-7.49	441.491
-7.48	440.234
-7.47	438.978
-7.46	437.724
-7.45	436.473
-7.44	435.222
-7.43	433.974
-7.42	432.728
-7.41	431.483
-7.4	430.24
-7.39	428.999
-7.38	427.76
-7.37	426.522
-7.36	425.286
-7.35	424.053
-7.34	422.82
-7.33	421.59
-7.32	420.362
-7.31	419.135
-7.3	417.91
-7.29	416.687
-7.28	415.466
-7.27	414.246
-7.26	413.028
-7.25	411.812
-7.24	410.598
-7.23	409.386
-7.22	408.176
-7.21	406.967
-7.2	405.76
-7.19	404.555
-7.18	403.352
-7.17	402.15
-7.16	400.95
-7.15	399.753
-7.14	398.556
-7.13	397.362
-7.12	396.17
-7.11	394.979
-7.1	393.79
-7.09	392.603
-7.08	391.418
-7.07	390.234
-7.06	389.052
-7.05	387.873
-7.04	386.694
-7.03	385.518
-7.02	384.344
-7.01	383.171
-7	382
-6.99	380.831
-6.98	379.664
-6.97	378.498
-6.96	377.334
-6.95	376.172
-6.94	375.012
-6.93	373.854
-6.92	372.698
-6.91	371.543
-6.9	370.39
-6.89	369.239
-6.88	368.09
-6.87	366.942
-6.86	365.796
-6.85	364.653
-6.84	363.51
-6.83	362.37
-6.82	361.232
-6.81	360.095
-6.8	358.96
-6.79	357.827
-6.78	356.696
-6.77	355.566
-6.76	354.438
-6.75	353.312
-6.74	352.188
-6.73	351.066
-6.72	349.946
-6.71	348.827
-6.7	347.71
-6.69	346.595
-6.68	345.482
-6.67	344.37
-6.66	343.26
-6.65	342.152
-6.64	341.046
-6.63	339.942
-6.62	338.84
-6.61	337.739
-6.6	336.64
-6.59	335.543
-6.58	334.448
-6.57	333.354
-6.56	332.262
-6.55	331.173
-6.54	330.084
-6.53	328.998
-6.52	327.914
-6.51	326.831
-6.5	325.75
-6.49	324.671
-6.48	323.594
-6.47	322.518
-6.46	321.444
-6.45	320.372
-6.44	319.302
-6.43	318.234
-6.42	317.168
-6.41	316.103
-6.4	315.04
-6.39	313.979
-6.38	312.92
-6.37	311.862
-6.36	310.806
