0	3.26977
4.53e-05	3.24977
9.06e-05	3.23796
0.0001359	3.22887
0.0001812	3.22108
0.0002265	3.21402
0.0002718	3.20743
0.0003171	3.20123
0.0003624	3.19542
0.0004077	3.18997
0.000453	3.18481
0.0004983	3.17985
0.0005436	3.17501
0.0005889	3.17023
0.0006342	3.16552
0.0006795	3.16092
0.0007248	3.15645
0.0007701	3.1521
0.0008154	3.14783
0.0008607	3.14359
0.000906	3.13935
0.0009513	3.13514
0.0009966	3.13097
0.0010419	3.12687
0.0010872	3.12285
0.0011325	3.11887
0.0011778	3.1149
0.0012231	3.11092
0.0012684	3.10694
0.0013137	3.10299
0.001359	3.0991
0.0014043	3.09527
0.0014496	3.09148
0.0014949	3.08769
0.0015402	3.08389
0.0015855	3.08008
0.0016308	3.0763
0.0016761	3.07258
0.0017214	3.06892
0.0017667	3.06529
0.001812	3.06168
0.0018573	3.05804
0.0019026	3.05439
0.0019479	3.05077
0.0019932	3.04721
0.0020385	3.04374
0.0020838	3.04031
0.0021291	3.03689
0.0021744	3.03342
0.0022197	3.02992
0.002265	3.02645
0.0023103	3.02308
0.0023556	3.01984
0.0024009	3.01668
0.0024462	3.01349
0.0024915	3.01015
0.0025368	3.00664
0.0025821	3.00322
0.0026274	3.00025
0.0026727	2.99778
0.002718	2.99496
0.0027633	2.99093
0.0028086	2.98689
0.0028539	2.98505
0.0028992	2.98334
0.0029445	2.9786
0.0029898	2.97544
0.0030351	2.97435
0.0030804	2.96932
0.0031257	2.96737
0.003171	2.96532
0.0032163	2.96056
0.0032616	2.96035
0.0033069	2.95475
0.0033522	2.95457
0.0033975	2.94931
0.0034428	2.94901
0.0034881	2.94391
0.0035334	2.94387
0.0035787	2.93829
0.003624	2.93874
0.0036693	2.93283
0.0037146	2.93305
0.0037599	2.92852
0.0038052	2.92634
0.0038505	2.92525
0.0038958	2.91966
0.0039411	2.92041
0.0039864	2.91576
0.0040317	2.91261
0.004077	2.91306
0.0041223	2.90726
0.0041676	2.90571
0.0042129	2.90551
0.0042582	2.89946
0.0043035	2.89792
0.0043488	2.89803
0.0043941	2.89231
0.0044394	2.88957
0.0044847	2.89058
0.00453	2.88628
0.0045753	2.88114
0.0046206	2.88156
0.0046659	2.8805
0.0047112	2.87458
0.0047565	2.87155
0.0048018	2.87268
0.0048471	2.87034
0.0048924	2.86417
0.0049377	2.8614
0.004983	2.86244
0.0050283	2.86061
0.0050736	2.85481
0.0051189	2.85108
0.0051642	2.85155
0.0052095	2.85109
0.0052548	2.84619
0.0053001	2.84067
0.0053454	2.83938
0.0053907	2.84067
0.005436	2.83889
0.0054813	2.83285
0.0055266	2.82758
0.0055719	2.82697
0.0056172	2.82817
0.0056625	2.82629
0.0057078	2.82149
0.0057531	2.8168
0.0057984	2.81328
0.0058437	2.81232
0.005889	2.81413
0.0059343	2.81254
0.0059796	2.80578
0.0060249	2.80111
0.0060702	2.79863
0.0061155	2.79737
0.0061608	2.79971
0.0062061	2.79772
0.0062514	2.7925
0.0062967	2.78822
0.006342	2.7822
0.0063873	2.78241
0.0064326	2.78256
0.0064779	2.78283
0.0065232	2.78165
0.0065685	2.77544
